Numéro séquentiel,Nature des dommages,Type d'usager,Type de véhicule,Marque,Modèle,Cylindré,Année de fabrication
1599,Graves,Piéton,VUS,GMC,YUKON,006199,2019
1855,Graves,Piéton,Automobile,NISSA,VERSA,001607,2012
1600,Graves,Piéton,Automobile,MAZDA,3,002263,2007
1601,Graves,Piéton,Autres,,,,
1602,Graves,Piéton,Fourgonnette,FORD,ECONO,004608,2012
1856,Graves,Piéton,Autres,,,,
1856,Graves,Piéton,Automobile,CHEVR,CRUZE,001394,2011
2189,Graves,Piéton,VUS,HONDA,CR-V,002394,2015
2552,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2015
4250,Graves,Piéton,Véhicule d'équipement,RAM,5500,006707,2014
1858,Graves,Piéton,Automobile,TOYOT,COROL,001804,2022
3288,Graves,Piéton,Automobile,NISSA,VERSA,001804,2010
1989,Graves,Piéton,Camionnette,DODGE,RAM,004707,2003
2190,Graves,Piéton,Automobile,CHEVR,SPARK,001197,2013
115,Graves,Piéton,VUS,GMC,YUKON,005297,2021
3539,Graves,Piéton,VUS,MAZDA,CX-5,002493,2021
1306,Graves,Piéton,Automobile,HONDA,CIVIC,001492,2018
2191,Graves,Piéton,Automobile,KIA,FORTE,002361,2013
3384,Graves,Piéton,Camionnette,RAM,1500,005707,2017
1196,Graves,Piéton,Automobile,NISSA,SENTR,002001,2010
2375,Graves,Piéton,Véhicule léger non précisé,,,,
3061,Graves,Piéton,Automobile,FORD,FIEST,001607,2014
1324,Graves,Piéton,Autres,,,,
4348,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2006
174,Graves,Piéton,Autobus scolaire,BLUEB,SCHOO,006707,2018
3062,Graves,Piéton,Autobus,NOVA,BUS,000000,2020
595,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2019
2575,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2005
2332,Graves,Piéton,VUS,NISSA,PATHF,003509,2017
844,Graves,Piéton,Autobus,NOVA,BUS,000000,2021
1604,Graves,Piéton,Automobile,MAZDA,3,002001,2010
1696,Graves,Piéton,Automobile,KIA,RIO,001607,2016
46,Graves,Piéton,Autres,,,,
2192,Graves,Piéton,Automobile,VOLKS,GOLF,001984,2018
3063,Graves,Piéton,Autobus,NOVAB,LFS,000000,2007
798,Graves,Piéton,VUS,HYUND,SANTA,001607,2021
4380,Graves,Piéton,VUS,HONDA,CR-V,001509,2018
47,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2008
3581,Graves,Piéton,Véhicule léger non précisé,,,,
378,Graves,Piéton,Automobile,HYUND,ELANT,001984,2009
2697,Graves,Piéton,Véhicule léger non précisé,,,,
4016,Graves,Piéton,Camion,FORD,ECONO,006199,2019
2193,Graves,Piéton,Véhicule léger non précisé,,,,
3064,Graves,Piéton,Camionnette,RAM,1500,005707,2018
3862,Graves,Piéton,Véhicule léger non précisé,,,,
3862,Graves,Piéton,Véhicule léger non précisé,,,,
3862,Graves,Piéton,Véhicule léger non précisé,,,,
3862,Graves,Piéton,Véhicule léger non précisé,,,,
3862,Graves,Piéton,VUS,JEEP,GRAND,003001,2018
3862,Graves,Piéton,VUS,JEEP,GRAND,003001,2018
4444,Graves,Piéton,Camion,GMC,TSR,007806,2005
48,Graves,Piéton,VUS,FORD,ECOSP,001000,2019
175,Graves,Piéton,Autobus scolaire,GMC,SAVAN,006609,2015
799,Graves,Piéton,VUS,INFIN,QX60,003493,2015
1009,Graves,Piéton,Automobile,AUDI,A5,001984,2019
1009,Graves,Piéton,Automobile,AUDI,A5,001984,2019
1408,Graves,Piéton,Véhicule léger non précisé,,,,
1408,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2009
1197,Graves,Piéton,Camionnette,HONDA,RIDGE,003509,2007
3972,Graves,Piéton,Automobile,PONTI,WAVE,001607,2005
1605,Graves,Piéton,VUS,TOYOT,RAV4,002509,2017
3065,Graves,Piéton,Véhicule léger non précisé,,,,
1680,Graves,Piéton,Autres,,,,
1990,Graves,Piéton,Autobus,NOVAB,HEV,000000,2017
2018,Graves,Piéton,VUS,FORD,EDGE,002001,2021
3619,Graves,Piéton,Camionnette,CHEVR,SILVE,005297,2017
887,Graves,Piéton,VUS,NISSA,ROGUE,002509,2018
2483,Graves,Piéton,Camionnette,FORD,F150,005395,2010
3455,Graves,Piéton,Automobile,TOYOT,SCION,001804,2016
176,Graves,Piéton,VUS,HONDA,CR-V,001509,2018
3552,Graves,Piéton,VUS,NISSA,PATHF,003509,2020
379,Graves,Piéton,Automobile,VOLKS,JETTA,002476,2011
694,Graves,Piéton,Automobile,CHEVR,IMPAL,003509,2006
596,Graves,Piéton,Automobile,LINCO,MKZ,003509,2009
1607,Graves,Piéton,Autres,,,,
3066,Graves,Piéton,Automobile,ACURA,ILX,002361,2017
4017,Graves,Piéton,VUS,HYUND,SANTA,002493,2022
518,Graves,Piéton,Automobile,TOYOT,COROL,001804,2016
3984,Graves,Piéton,Camionnette,FORD,F150,005395,2007
3984,Graves,Piéton,VUS,MITSU,RVR,002001,2011
1608,Graves,Piéton,Automobile,HONDA,FIT,001492,2013
3443,Graves,Piéton,Automobile,MAZDA,3,002001,2013
3913,Graves,Piéton,Autres,,,,
1011,Graves,Piéton,Véhicule léger non précisé,,,,
1609,Graves,Piéton,Automobile,MAZDA,3,002001,2008
3181,Graves,Piéton,Autres,,,,
3530,Graves,Piéton,Camion,KENWO,T880,015005,2020
3262,Graves,Piéton,Automobile,MAZDA,3,002263,2007
4401,Graves,Piéton,Camion,DODGE,RAM,005904,2001
940,Graves,Piéton,Fourgonnette,FORD,TRANS,003509,2021
3068,Graves,Piéton,Véhicule léger non précisé,,,,
597,Graves,Piéton,VUS,FORD,MUSTA,000000,2021
2402,Graves,Piéton,Camionnette,CHEVR,SILVE,005297,2019
3070,Graves,Piéton,Autobus scolaire,FREIG,SAFTL,006707,2013
1610,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2011
2388,Graves,Piéton,Autres,,,,
2388,Graves,Piéton,VTT,CAN-A,OUTLA,000570,2018
1860,Graves,Piéton,Automobile,BMW,328XI,002001,2014
1308,Graves,Piéton,Autres,,,,
1681,Graves,Piéton,Autres,,,,
2266,Graves,Piéton,Fourgonnette,GMC,SAVAN,004805,2011
4333,Graves,Piéton,Automobile,TOYOT,COROL,001804,2015
381,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2012
381,Graves,Piéton,Automobile,MAZDA,3,002001,2008
381,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2007
381,Graves,Piéton,VUS,JEEP,COMMA,004707,2006
381,Graves,Piéton,VUS,MAZDA,TRIBU,002296,2008
2368,Graves,Piéton,Automobile,HYUND,SONAT,002361,2011
4023,Graves,Piéton,Véhicule-outil,MASSE,5711,000000,2020
201,Graves,Piéton,Automobile,FORD,FIEST,001607,2013
3359,Graves,Piéton,Véhicule léger non précisé,,,,
3359,Graves,Piéton,Automobile,MAZDA,3,002001,2014
284,Graves,Piéton,Automobile,HONDA,CIVIC,002001,2021
3071,Graves,Piéton,Camionnette,RAM,PROMA,003608,2021
1794,Graves,Piéton,Véhicule léger non précisé,,,,
1991,Graves,Piéton,Autres,,,,
178,Graves,Piéton,VUS,MAZDA,CX-7,002296,2010
1012,Graves,Piéton,Autres,,,,
519,Graves,Piéton,VUS,HONDA,CR-V,002394,2008
600,Graves,Piéton,Automobile,VOLKS,JETTA,001394,2017
3486,Graves,Piéton,Camionnette,RAM,1500,005707,2020
1993,Graves,Piéton,Véhicule léger non précisé,,,,
3889,Graves,Piéton,Véhicule léger non précisé,,,,
1795,Graves,Piéton,VUS,JEEP,WRA,003772,2008
4334,Graves,Piéton,Motocyclette,KAWAS,KL650,000651,2008
4457,Graves,Piéton,Automobile,HYUND,ELANT,001804,2012
4457,Graves,Piéton,VUS,KIA,SPORT,002361,2019
3163,Graves,Piéton,Véhicule léger non précisé,,,,
4024,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2014
520,Graves,Piéton,Autobus,NOVAB,LFS,008855,2011
2377,Graves,Piéton,Autres,,,,
1861,Graves,Piéton,Automobile,TOYOT,COROL,001787,2004
2576,Graves,Piéton,Automobile,VOLKS,GOLF,001787,2017
4382,Graves,Piéton,VUS,MAZDA,CX-50,002493,2023
2200,Graves,Piéton,Automobile,TOYOT,CAMRY,002361,2004
3673,Graves,Piéton,Motocyclette,HARLE,FLHRC,001450,2006
3673,Graves,Piéton,VUS,FORD,EXPLO,004001,2007
1994,Graves,Piéton,Camionnette,GMC,CAN,003608,2015
1762,Graves,Piéton,Autres,,,,
1862,Graves,Piéton,Automobile,SUZUK,SX4,002001,2009
49,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2012
1309,Graves,Piéton,Automobile,TOYOT,YARIS,001509,2007
1411,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2006
1996,Graves,Piéton,VUS,JEEP,GRAND,003608,2016
1613,Graves,Piéton,VUS,NISSA,MURAN,003509,2020
181,Graves,Piéton,Autres,,,,
3076,Graves,Piéton,VUS,KIA,SPORT,002001,2007
657,Graves,Piéton,Camionnette,RAM,1500,005707,2019
1139,Graves,Piéton,Camionnette,CHEVR,SILVE,005297,2019
2201,Graves,Piéton,Automobile,NISSA,ALTIM,002509,2017
801,Graves,Piéton,VUS,JEEP,GRAND,003608,2020
3237,Graves,Piéton,Autres,,,,
3237,Graves,Piéton,Automobile,HYUND,ELANT,001804,2012
1617,Graves,Piéton,Automobile,TOYOT,PRIUS,001492,2006
1618,Graves,Piéton,Autres,,,,
2484,Graves,Piéton,VUS,KIA,SPORT,002361,2018
2202,Graves,Piéton,Camion,,,,
4251,Graves,Piéton,Minibus,FORD,CTV,006806,2016
3078,Graves,Piéton,VUS,TOYOT,RAV4,002509,2018
3191,Graves,Piéton,VUS,FORD,FLEX,003509,2015
521,Graves,Piéton,VUS,JEEP,PATRI,002394,2012
2553,Graves,Piéton,Automobile,TOYOT,COROL,001804,2013
3079,Graves,Piéton,Automobile,HYUND,ELANT,001984,2018
3079,Graves,Piéton,Automobile,KIA,RIO,001607,2013
3079,Graves,Piéton,VUS,VOLKS,TIGUA,001984,2018
2267,Graves,Piéton,Automobile,TOYOT,ECHO,001492,2005
2267,Graves,Piéton,VUS,HYUND,KONA,000000,2019
522,Graves,Piéton,Automobile,MAZDA,5,002493,2012
522,Graves,Piéton,Automobile,MAZDA,5,002493,2012
522,Graves,Piéton,Automobile,MAZDA,MX-5,001607,1990
522,Graves,Piéton,Automobile,MAZDA,MX-5,001607,1990
3222,Graves,Piéton,Camionnette,CHEVR,SILVE,005969,2001
2716,Graves,Piéton,VUS,NISSA,ROGUE,002509,2017
1257,Graves,Piéton,Automobile,VOLKS,JETTA,001984,2014
430,Graves,Piéton,Camionnette,GMC,SIE,005297,2014
846,Graves,Piéton,Autobus scolaire,GMC,SAVAN,006609,2015
182,Graves,Piéton,Fourgonnette,CHEVR,ASTRO,004297,2002
802,Graves,Piéton,VUS,HYUND,TUCSO,002001,2015
3621,Graves,Piéton,Camion,FORD,F250,006707,2016
889,Graves,Piéton,Fourgonnette,TOYOT,SIENN,002509,2022
2336,Graves,Piéton,Automobile,KIA,OPTIM,002361,2011
3658,Graves,Piéton,Automobile,NISSA,MICRA,001607,2016
526,Graves,Piéton,Camion,FORD,F550,007298,2020
890,Graves,Piéton,Autres,,,,
3777,Graves,Piéton,Camionnette,CHEVR,SILVE,005297,2010
603,Graves,Piéton,Automobile,INFIN,G35,003509,2003
1414,Graves,Piéton,Tracteur routier,WSTR,4900,015612,2020
2204,Graves,Piéton,Véhicule léger non précisé,,,,
2204,Graves,Piéton,Véhicule léger non précisé,,,,
202,Graves,Piéton,Autres,,,,
202,Graves,Piéton,Automobile,NISSA,SENTR,002001,2012
202,Graves,Piéton,Automobile,CHEVR,AVEO,001607,2011
1630,Graves,Piéton,Autres,,,,
2486,Graves,Piéton,Automobile,NISSA,ALTIM,002509,2011
4111,Graves,Piéton,Camionnette,RAM,2500,006707,2017
4150,Graves,Piéton,Automobile,TOYOT,YARIS,001509,2017
386,Graves,Piéton,Autres,,,,
3362,Graves,Piéton,Autres,,,,
3362,Graves,Piéton,Automobile,CHEVR,CRUZE,001394,2016
1863,Graves,Piéton,Véhicule léger non précisé,,,,
658,Graves,Piéton,Automobile,HYUND,ELANT,001804,2016
1864,Graves,Piéton,Automobile,MAZDA,3,002493,2021
3307,Graves,Piéton,Véhicule-outil,MCCOR,MTX12,000000,2006
3307,Graves,Piéton,Automobile,TOYOT,MATRI,001804,2010
4112,Graves,Piéton,Automobile,CHRYS,200,003608,2013
3183,Graves,Piéton,Camionnette,GMC,SIE,005297,2009
2340,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2015
3571,Graves,Piéton,Camionnette,FORD,F150,004608,2010
1415,Graves,Piéton,Autres,,,,
1633,Graves,Piéton,Automobile,PONTI,VIBE,001804,2009
3575,Graves,Piéton,Véhicule léger non précisé,,,,
3575,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2016
1622,Graves,Piéton,Automobile,MAZDA,3,002493,2022
1622,Graves,Piéton,VUS,FORD,EDGE,002001,2020
1622,Graves,Piéton,VUS,HYUND,SANTA,002361,2011
1622,Graves,Piéton,VUS,HYUND,KONA,002001,2021
1997,Graves,Piéton,Automobile,KIA,RIO,001607,2016
1997,Graves,Piéton,Automobile,KIA,RIO,001607,2016
1997,Graves,Piéton,VUS,KIA,SPORT,002361,2018
1997,Graves,Piéton,VUS,KIA,SPORT,002361,2018
3084,Graves,Piéton,Autobus,NOVAB,HEV,000000,2021
4403,Graves,Piéton,Véhicule léger non précisé,,,,
2341,Graves,Piéton,Automobile,HYUND,SONAT,002361,2016
205,Graves,Piéton,Tracteur routier,INTER,80S,011102,2005
3911,Graves,Piéton,Véhicule-outil,CAT,14013,000000,2021
50,Graves,Piéton,VUS,NISSA,ROGUE,002509,2019
183,Graves,Piéton,Véhicule léger non précisé,,,,
3119,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2009
659,Graves,Piéton,Automobile,FIAT,500,001394,2016
4241,Graves,Piéton,Camion,,,,
4241,Graves,Piéton,Camion,INTER,9900,014005,2000
1310,Graves,Piéton,Camionnette,RAM,1500,005707,2016
1346,Graves,Piéton,Automobile,HONDA,ACCOR,002001,2018
1627,Graves,Piéton,Autres,,,,
2206,Graves,Piéton,VUS,TOYOT,RAV4,002509,2010
3513,Graves,Piéton,Automobile,TOYOT,COROL,001787,2003
223,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2014
604,Graves,Piéton,Véhicule léger non précisé,,,,
1416,Graves,Piéton,Autobus,NOVAB,LFS,008855,2011
1683,Graves,Piéton,Automobile,MITSU,MIRAG,001197,2014
2207,Graves,Piéton,Automobile,TOYOT,PRIUS,001492,2009
2208,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2005
2342,Graves,Piéton,Automobile,TOYOT,COROL,001804,2011
4113,Graves,Piéton,Véhicule-outil,BELAR,5390,000000,1998
3184,Graves,Piéton,VUS,HONDA,HR-V,001804,2017
432,Graves,Piéton,Autres,,,,
432,Graves,Piéton,Automobile,HYUND,ELANT,001804,2013
3503,Graves,Piéton,Automobile,MAZDA,5,002493,2012
1866,Graves,Piéton,Camion,VOLVO,VNR,012791,2020
2001,Graves,Piéton,Automobile,VOLKS,GOLF,001787,2015
605,Graves,Piéton,Camion,,,,
942,Graves,Piéton,Camion,INTER,9400,015218,2006
942,Graves,Piéton,Camion,MAXAT,CCBL2,000000,2017
942,Graves,Piéton,Camion,MAXAT,CCBL2,000000,2017
1417,Graves,Piéton,Camion,FREIG,CASCA,012808,2017
945,Graves,Piéton,Automobile,HYUND,SONAT,002361,2013
1634,Mortels,Piéton,Camion,WESTE,CNV,014644,1990
3122,Mortels,Piéton,Véhicule-outil,KOMAT,GD670,000000,1998
1798,Mortels,Piéton,Véhicule léger non précisé,,,,
3573,Mortels,Piéton,Camion,KENWO,CON,008281,2005
3573,Mortels,Piéton,Fourgonnette,TOYOT,SIENN,003509,2011
2577,Mortels,Piéton,Véhicule léger non précisé,,,,
452,Mortels,Piéton,Tracteur routier,KENWO,CON,014644,2009
2021,Mortels,Piéton,Véhicule léger non précisé,,,,
1199,Mortels,Piéton,Camion,STERL,STE,007199,1999
1347,Mortels,Piéton,Automobile,NOVAB,LFS,000000,2007
2023,Mortels,Piéton,Camionnette,GMC,SIE,004805,2011
2502,Mortels,Piéton,Camionnette,FORD,F150,005412,2004
231,Mortels,Piéton,Automobile,CHEVR,AVEO,001607,2005
3841,Mortels,Piéton,Véhicule léger non précisé,,,,
3841,Mortels,Piéton,Tracteur routier,KENWO,CON,015005,2013
3965,Mortels,Piéton,Tracteur routier,KENWO,CON,015005,2009
4392,Mortels,Piéton,Automobile,HYUND,SONAT,003345,2006
4392,Mortels,Piéton,Automobile,HYUND,SONAT,003345,2006
3779,Mortels,Piéton,Autres,,,,
4298,Mortels,Piéton,Véhicule léger non précisé,,,,
4298,Mortels,Piéton,Véhicule léger non précisé,,,,
891,Mortels,Piéton,Véhicule léger non précisé,,,,
891,Mortels,Piéton,Véhicule léger non précisé,,,,
891,Mortels,Piéton,Véhicule léger non précisé,MAZDA,6,002493,2014
2406,Mortels,Piéton,Automobile,TOYOT,CAMRY,002493,2010
1456,Mortels,Piéton,Camion,STERL,STE,004903,2008
1637,Mortels,Piéton,Camionnette,CHEVR,SILVE,006002,2009
2272,Mortels,Piéton,Véhicule léger non précisé,,,,
4350,Mortels,Piéton,Autres,,,,
4350,Mortels,Piéton,Véhicule léger non précisé,,,,
4350,Mortels,Piéton,Véhicule léger non précisé,,,,
4350,Mortels,Piéton,Véhicule léger non précisé,FORD,F250,006707,2012
4350,Mortels,Piéton,VUS,MITSU,OUTLA,003001,2010
3822,Mortels,Piéton,VUS,SATUR,VUE,003608,2008
4158,Mortels,Piéton,Automobile,CHEVR,CAVAL,002181,2001
4158,Mortels,Piéton,Automobile,KIA,RIO,001607,2011
1705,Mortels,Piéton,Véhicule léger non précisé,INTER,70S,013004,2011
2759,Mortels,Piéton,Automobile,HONDA,CIVIC,001804,2012
2029,Mortels,Piéton,Véhicule léger non précisé,,,,
2029,Mortels,Piéton,Véhicule léger non précisé,,,,
4018,Mortels,Piéton,Véhicule léger non précisé,INTER,40S,007642,2005
4408,Mortels,Piéton,Automobile,VOLVO,S70,002443,1998
4408,Mortels,Piéton,Fourgonnette,DODGE,CARAV,003805,2008
2034,Mortels,Piéton,VUS,TOYOT,FJCRU,004001,2007
3895,Mortels,Piéton,Automobile,MAZDA,3,002001,2010
969,Mortels,Piéton,Automobile,NOVAB,LFS,000000,2009
1203,Mortels,Piéton,Automobile,HYUND,ACCEN,001607,2004
3780,Mortels,Piéton,Automobile,TOYOT,COROL,001787,2003
2769,Mortels,Piéton,Automobile,FORD,FUSIO,003001,2011
3594,Mortels,Piéton,Automobile,PONTI,FIREB,003400,1995
3594,Mortels,Piéton,Automobile,MAZDA,SPEED,002296,2011
3594,Mortels,Piéton,Automobile,VOLKS,JETTA,001787,2003
1802,Mortels,Piéton,Motocyclette,SUZUK,BURGM,000638,2005
3812,Mortels,Piéton,Automobile,PONTI,MONTA,003395,2004
184,Mortels,Piéton,Tracteur routier,,,,
184,Mortels,Piéton,Tracteur routier,CUMMI,TRACT,000000,2001
3817,Mortels,Piéton,Véhicule léger non précisé,,,,
3817,Mortels,Piéton,Véhicule léger non précisé,,,,
3193,Mortels,Piéton,Camionnette,DODGE,RAMCL,005887,2003
3729,Mortels,Piéton,VUS,NISSA,ROGUE,002509,2013
1468,Mortels,Piéton,VUS,MERCE,ML500,004969,2006
321,Mortels,Piéton,Camionnette,GMC,SIE,004805,2011
1442,Mortels,Piéton,Fourgonnette,MAZDA,MPV,002968,2005
899,Mortels,Piéton,Véhicule léger non précisé,FORD,F150,006002,2005
2776,Mortels,Piéton,Véhicule léger non précisé,GMC,YUK,005297,2011
1469,Mortels,Piéton,Automobile,TOYOT,COROL,001787,2002
2777,Mortels,Piéton,Véhicule léger non précisé,,,,
2780,Mortels,Piéton,Automobile,HONDA,ACCOR,002394,2008
2780,Mortels,Piéton,VUS,JEEP,COMPA,002394,2012
390,Mortels,Piéton,Automobile,ACURA,CL,003001,1998
2783,Mortels,Piéton,Camionnette,DODGE,RAM,006691,2012
3680,Mortels,Piéton,Autres,,,,
3680,Mortels,Piéton,Autres,,,,
3680,Mortels,Piéton,Automobile,MAZDA,3,002296,2008
3680,Mortels,Piéton,Automobile,BMW,528I,002788,2000
4233,Mortels,Piéton,Automobile,HONDA,CIVIC,001804,2013
3490,Mortels,Piéton,Camionnette,TOYOT,TACOM,004001,2007
3518,Mortels,Piéton,Camionnette,DODGE,RAM,005707,2006
3598,Mortels,Piéton,Camionnette,TOYOT,TACOM,004001,2010
2785,Mortels,Piéton,Automobile,TOYOT,CAMRY,002394,2007
2281,Mortels,Piéton,Automobile,CHEVR,MALIB,003132,2003
4160,Mortels,Piéton,Tracteur routier,STERL,STE,014644,2000
4160,Mortels,Piéton,Véhicule-outil,VALME,544L,000000,1994
3446,Mortels,Piéton,VUS,HYUND,SANTA,003477,2011
4404,Mortels,Piéton,Camionnette,FORD,F150,005002,2011
3924,Mortels,Piéton,Véhicule-outil,JD,6430,000000,2007
1262,Mortels,Piéton,Automobile,CHEVR,COBAL,002197,2008
3456,Mortels,Piéton,VUS,FORD,ESCAP,003001,2009
4357,Mortels,Piéton,Autobus,,,,
4357,Mortels,Piéton,VUS,NISSA,MURAN,003509,2009
4178,Mortels,Piéton,Automobile,FORD,FUSIO,003001,2009
3093,Mortels,Piéton,Automobile,TOYOT,YARIS,001492,2008
1314,Mortels,Piéton,VUS,SUZUK,GRAND,002493,2003
123,Mortels,Piéton,Véhicule léger non précisé,,,,
2418,Mortels,Piéton,Automobile,FORD,FUSIO,002296,2006
2050,Mortels,Piéton,Camion,PETER,CON,006707,2009
4041,Mortels,Piéton,Automobile,TOYOT,MATRI,001787,2005
4132,Mortels,Piéton,Véhicule léger non précisé,,,,
4132,Mortels,Piéton,Véhicule léger non précisé,,,,
4132,Mortels,Piéton,Automobile,HONDA,CIVIC,001700,2002
4132,Mortels,Piéton,Automobile,HONDA,CIVIC,001700,2002
466,Mortels,Piéton,Camion,STERL,STE,012004,2003
1712,Mortels,Piéton,Camion,PETER,COE,008855,2009
1358,Mortels,Piéton,Véhicule léger non précisé,,,,
1358,Mortels,Piéton,Véhicule léger non précisé,,,,
1358,Mortels,Piéton,Véhicule léger non précisé,,,,
1358,Mortels,Piéton,Véhicule léger non précisé,,,,
1358,Mortels,Piéton,Automobile,NISSA,ALTIM,002509,2009
1358,Mortels,Piéton,Automobile,NISSA,ALTIM,002509,2009
3781,Mortels,Piéton,VUS,CADIL,SRX,004600,2005
975,Mortels,Piéton,Camion,KENWO,CON,010315,2002
975,Mortels,Piéton,Camion,KENWO,CON,010315,2002
3085,Mortels,Piéton,Automobile,FORD,CROWN,004608,2010
1808,Mortels,Piéton,Tracteur routier,,,,
718,Mortels,Piéton,Véhicule léger non précisé,,,,
3301,Mortels,Piéton,Tracteur routier,,,,
2798,Mortels,Piéton,VUS,TOYOT,RUN,004001,2013
2593,Mortels,Piéton,Fourgonnette,DODGE,CARAV,003608,2013
2236,Mortels,Piéton,Motocyclette,,,,
2236,Mortels,Piéton,VUS,HYUND,SANTA,003477,2012
355,Mortels,Piéton,Camionnette,FORD,F150,004608,2002
3936,Mortels,Piéton,Automobile,NISSA,SENTR,002001,2007
3846,Mortels,Piéton,Véhicule léger non précisé,,,,
3846,Mortels,Piéton,Automobile,MAZDA,3,002001,2014
3846,Mortels,Piéton,Automobile,TOYOT,COROL,001804,2011
3846,Mortels,Piéton,VUS,CADIL,SRX,003608,2014
4066,Mortels,Piéton,Automobile,HONDA,CIVIC,001591,1997
3922,Mortels,Piéton,Camion,KENWO,CON,014644,1994
3922,Mortels,Piéton,Véhicule-outil,JOHND,135CZ,000000,2008
473,Mortels,Piéton,Véhicule léger non précisé,,,,
3974,Mortels,Piéton,Véhicule-outil,,,,
3974,Mortels,Piéton,Véhicule d'équipement,,,,
3197,Mortels,Piéton,Véhicule léger non précisé,,,,
3197,Mortels,Piéton,Véhicule léger non précisé,,,,
3197,Mortels,Piéton,Automobile,OLDSM,INTRI,003460,2000
3197,Mortels,Piéton,Automobile,DODGE,NEON,002394,2004
3197,Mortels,Piéton,Automobile,DODGE,SX2.0,002001,2003
3197,Mortels,Piéton,Automobile,HONDA,CIVIC,001804,2010
3197,Mortels,Piéton,Fourgonnette,DODGE,CARAV,003608,2012
3613,Mortels,Piéton,Camionnette,TOYOT,TACOM,004001,2012
3405,Mortels,Piéton,Automobile,TOYOT,COROL,001804,2011
357,Mortels,Piéton,Automobile,FORD,FOCUS,001984,2003
187,Mortels,Piéton,Automobile,TOYOT,COROL,001804,2011
2002,Mortels,Piéton,Camionnette,FORD,F150,004600,2007
2002,Mortels,Piéton,Véhicule léger non précisé,FORD,F250,005395,2008
3732,Mortels,Piéton,Véhicule léger non précisé,,,,
4435,Mortels,Piéton,VUS,KIA,SOREN,003296,2014
3825,Mortels,Piéton,Automobile,AUDI,A5,001984,2011
3129,Mortels,Piéton,VUS,SUBAR,FORES,002460,2007
3733,Mortels,Piéton,Autres,,,,
3733,Mortels,Piéton,Autres,,,,
3733,Mortels,Piéton,Véhicule léger non précisé,,,,
3733,Mortels,Piéton,Véhicule léger non précisé,,,,
4020,Mortels,Piéton,Véhicule léger non précisé,,,,
1213,Mortels,Piéton,Camion,KENWO,CON,010807,2011
4418,Mortels,Piéton,Véhicule léger non précisé,,,,
4418,Mortels,Piéton,Automobile,SUBAR,IMPRE,002214,2000
3204,Mortels,Piéton,VUS,DODGE,NITRO,003690,2007
4088,Mortels,Piéton,Tracteur routier,WESTE,CNV,014644,2007
2426,Mortels,Piéton,VUS,NISSA,ROGUE,002509,2014
3420,Mortels,Piéton,VUS,PONTI,TORRE,003395,2008
3643,Mortels,Piéton,Automobile,ACURA,EL,001673,2001
2067,Mortels,Piéton,Véhicule léger non précisé,INTER,40S,007642,2000
4067,Mortels,Piéton,Camionnette,TOYOT,RAV4,002509,2015
2293,Mortels,Piéton,Camionnette,GMC,SIE,006002,2009
1903,Mortels,Piéton,Automobile,NISSA,SENTR,002001,2008
723,Mortels,Piéton,Automobile,HONDA,CIVIC,001804,2014
981,Mortels,Piéton,Automobile,NOVAB,LFS,000000,2001
3925,Mortels,Piéton,Camionnette,FORD,RNG,004001,2010
3389,Mortels,Piéton,Automobile,CHEVR,COBAL,002197,2007
3389,Mortels,Piéton,Automobile,CHEVR,COBAL,002197,2007
3389,Mortels,Piéton,Automobile,TOYOT,YARIS,001492,2008
3389,Mortels,Piéton,Automobile,TOYOT,YARIS,001492,2008
3424,Mortels,Piéton,Véhicule-outil,CASE,F1050,000000,2010
1496,Mortels,Piéton,Véhicule léger non précisé,BLUEB,A3FE,000000,2011
1148,Mortels,Piéton,Automobile,ACURA,TSX,002394,2004
1148,Mortels,Piéton,Automobile,HONDA,CIVIC,001673,2004
3782,Mortels,Piéton,Véhicule léger non précisé,,,,
1150,Mortels,Piéton,Automobile,NOVAB,LFS,000000,2009
1905,Mortels,Piéton,Automobile,CHEVR,IMPAL,003509,2008
4263,Mortels,Piéton,Automobile,TOYOT,TERCE,001492,1999
2702,Mortels,Piéton,Véhicule léger non précisé,,,,
1151,Mortels,Piéton,Véhicule léger non précisé,,,,
1151,Mortels,Piéton,Fourgonnette,DODGE,GRAND,003608,2014
1719,Mortels,Piéton,Fourgonnette,FORD,VAN,005412,2003
64,Mortels,Piéton,Véhicule léger non précisé,,,,
4336,Mortels,Piéton,Automobile,TOYOT,COROL,001787,2001
