Numéro séquentiel,Nature des dommages,Type d'usager,Type de véhicule,Marque,Modèle,Cylindré,Année de fabrication
2386,Graves,Piéton,Fourgonnette,FORD,TRANS,002001,2011
3326,Graves,Piéton,Véhicule léger non précisé,,,,
2739,Graves,Piéton,Véhicule léger non précisé,,,,
2812,Graves,Piéton,Automobile,NISSA,SENTR,001771,2006
3186,Graves,Piéton,Véhicule léger non précisé,,,,
2373,Graves,Piéton,Fourgonnette,DODGE,RMW,005904,2002
721,Graves,Piéton,Véhicule léger non précisé,,,,
721,Graves,Piéton,Camion,FREIG,CT114,012808,2014
1650,Graves,Piéton,VUS,GMC,SAVAN,004805,2012
208,Graves,Piéton,VUS,VOLVO,XC90,003198,2007
3687,Graves,Piéton,Automobile,MAZDA,RX8,001312,2004
3559,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2010
3447,Graves,Piéton,Véhicule léger non précisé,,,,
3447,Graves,Piéton,Camionnette,CHEVR,SILVE,005969,2001
2813,Graves,Piéton,Automobile,MAZDA,PROTE,001837,1999
2813,Graves,Piéton,Automobile,MAZDA,PROTE,001837,1999
3421,Graves,Piéton,Automobile,CHEVR,CRUZE,001394,2011
1684,Graves,Piéton,VUS,CHEVR,EQUIN,003395,2008
2068,Graves,Piéton,Automobile,TOYOT,YARIS,001509,2006
1053,Graves,Piéton,Véhicule léger non précisé,,,,
2507,Graves,Piéton,Automobile,DODGE,STRAT,002427,1999
209,Graves,Piéton,VUS,GMC,SAVAN,006609,2011
2815,Graves,Piéton,Véhicule léger non précisé,,,,
14,Graves,Piéton,Véhicule léger non précisé,,,,
2816,Graves,Piéton,Véhicule léger non précisé,,,,
2816,Graves,Piéton,Automobile,BMW,328IS,002788,1998
1054,Graves,Piéton,Véhicule léger non précisé,,,,
3422,Graves,Piéton,Véhicule-outil,WHITE,2105,000000,1976
3422,Graves,Piéton,Automobile,MITSU,LANCE,002001,2009
1494,Graves,Piéton,Fourgonnette,CHEVR,EXPRE,006609,2014
60,Graves,Piéton,Véhicule léger non précisé,INTER,PB105,000000,2011
2508,Graves,Piéton,Automobile,TOYOT,MATRI,001787,2006
2818,Graves,Piéton,Véhicule léger non précisé,,,,
2818,Graves,Piéton,Véhicule léger non précisé,,,,
2818,Graves,Piéton,Automobile,MAZDA,3,002001,2011
2818,Graves,Piéton,VUS,FORD,ESCAP,003001,2008
2598,Graves,Piéton,Véhicule léger non précisé,,,,
1904,Graves,Piéton,Véhicule léger non précisé,,,,
814,Graves,Piéton,Automobile,NOVAB,LFS,000000,2002
134,Graves,Piéton,Camion,STERL,STE,004903,2009
620,Graves,Piéton,Automobile,TOYOT,COROL,001787,2003
724,Graves,Piéton,Automobile,TOYOT,COROL,001804,2011
732,Graves,Piéton,Véhicule léger non précisé,,,,
1651,Graves,Piéton,Automobile,CHEVR,MALIB,002394,2011
295,Graves,Piéton,Automobile,TOYOT,PRIUS,001804,2014
907,Graves,Piéton,Véhicule léger non précisé,,,,
188,Graves,Piéton,Automobile,NOVAB,LFS,000000,2004
2509,Graves,Piéton,Automobile,CHRYS,NEON,002001,2002
2701,Graves,Piéton,Fourgonnette,DODGE,CARAV,003608,2011
3130,Graves,Piéton,Automobile,VOLKS,JETTA,001902,1999
1275,Graves,Piéton,Automobile,NOVAB,ARTIC,000000,2011
1810,Graves,Piéton,VUS,KIA,SPORT,002361,2014
2823,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2010
296,Graves,Piéton,Fourgonnette,DODGE,CARAV,003608,2012
2824,Graves,Piéton,Véhicule léger non précisé,,,,
398,Graves,Piéton,Automobile,KIA,RIO,001607,2006
2599,Graves,Piéton,Automobile,KIA,FORTE,002001,2011
3850,Graves,Piéton,Automobile,TOYOT,PRIUS,001804,2012
3850,Graves,Piéton,Automobile,HONDA,CIVIC,002394,2015
437,Graves,Piéton,VUS,FORD,ESCAP,002509,2009
135,Graves,Piéton,Automobile,NISSA,SENTR,002001,2009
2510,Graves,Piéton,Automobile,VOLKS,GOLF,001984,2000
4303,Graves,Piéton,Automobile,MAZDA,3,002296,2006
2511,Graves,Piéton,VUS,FORD,ESCAP,002001,2013
544,Graves,Piéton,Autobus scolaire,FREIG,SAFTL,006707,2015
4164,Graves,Piéton,Automobile,SUZUK,SX4,002001,2008
61,Graves,Piéton,Automobile,FORD,FIEST,001607,2015
61,Graves,Piéton,Automobile,FORD,FIEST,001607,2015
3374,Graves,Piéton,Véhicule léger non précisé,,,,
3374,Graves,Piéton,Véhicule léger non précisé,,,,
1216,Graves,Piéton,Autres,,,,
1811,Graves,Piéton,Camionnette,DODGE,RAM,005707,2006
2825,Graves,Piéton,Automobile,FORD,FIEST,001607,2011
3545,Graves,Piéton,VUS,GMC,ACADI,003608,2011
1316,Graves,Piéton,Automobile,MAZDA,3,002001,2014
210,Graves,Piéton,Automobile,VOLKS,PASSA,001787,2015
478,Graves,Piéton,Automobile,SUBAR,OUTBA,002460,2012
478,Graves,Piéton,VUS,VOLKS,TOUAR,003001,2015
908,Graves,Piéton,Véhicule léger non précisé,,,,
908,Graves,Piéton,Véhicule léger non précisé,,,,
2654,Graves,Piéton,Véhicule léger non précisé,,,,
438,Graves,Piéton,Véhicule léger non précisé,,,,
2556,Graves,Piéton,Automobile,NISSA,VERSA,001607,2014
1146,Graves,Piéton,Automobile,MAZDA,3,002001,2012
1146,Graves,Piéton,Automobile,BUICK,VERAN,002394,2014
3916,Graves,Piéton,Automobile,HYUND,ELANT,001984,2010
2294,Graves,Piéton,Automobile,CHEVR,AVEO,001607,2006
856,Graves,Piéton,Automobile,HONDA,CIVIC,001591,1998
2242,Graves,Piéton,Véhicule léger non précisé,,,,
2718,Graves,Piéton,Automobile,HONDA,ACCO,002400,2008
1497,Graves,Piéton,Autres,,,,
1498,Graves,Piéton,Automobile,VOLKS,JETTA,002476,2006
1498,Graves,Piéton,Fourgonnette,CHEVR,UPLAN,003509,2005
3926,Graves,Piéton,Véhicule léger non précisé,,,,
4068,Graves,Piéton,Camionnette,GMC,SIE,005740,1991
725,Graves,Piéton,Camionnette,DODGE,R50,002345,1992
857,Graves,Piéton,Véhicule léger non précisé,,,,
621,Graves,Piéton,Véhicule léger non précisé,,,,
2427,Graves,Piéton,VUS,HYUND,SANTA,002001,2013
2655,Graves,Piéton,Automobile,BMW,323I,002493,2000
858,Graves,Piéton,Véhicule léger non précisé,,,,
2828,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2007
2069,Graves,Piéton,Camion,FREIG,FM2,011102,2007
2069,Graves,Piéton,Automobile,CHRYS,TWC,003608,2014
4165,Graves,Piéton,Automobile,MAZDA,3,002001,2011
3290,Graves,Piéton,Véhicule-outil,NEWHO,T5070,000000,2008
439,Graves,Piéton,VUS,KIA,SOREN,003493,2011
2829,Graves,Piéton,Automobile,VOLKS,GOLF,002500,2012
2829,Graves,Piéton,Automobile,MAZDA,3,002001,2013
910,Graves,Piéton,Automobile,MAZDA,3,002001,2011
3737,Graves,Piéton,Véhicule-outil,KOMAT,WA320,000000,1997
89,Graves,Piéton,Tracteur routier,FREIG,CON,014644,2001
622,Graves,Piéton,Véhicule léger non précisé,,,,
1423,Graves,Piéton,Automobile,CADIL,CTS,003181,2003
3927,Graves,Piéton,Automobile,VOLVO,VN,015005,2012
63,Graves,Piéton,VUS,NISSA,ROGUE,002509,2015
4179,Graves,Piéton,Automobile,ACURA,TLX,002361,2015
1277,Graves,Piéton,VUS,LEXUS,RX330,003313,2004
2428,Graves,Piéton,Tracteur routier,KENWO,CON,015005,2014
2428,Graves,Piéton,Camionnette,GMC,SIE,005969,2002
2833,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2014
982,Graves,Piéton,Automobile,HONDA,CIVIC,001591,1998
324,Graves,Piéton,Véhicule léger non précisé,,,,
324,Graves,Piéton,Véhicule léger non précisé,,,,
815,Graves,Piéton,Automobile,NOVA,LFS,000000,2011
2071,Graves,Piéton,Camionnette,CHEVR,SILVE,006609,2003
241,Graves,Piéton,Automobile,PONTI,G6,003509,2005
3873,Graves,Piéton,Automobile,VOLKS,GTI,001984,2013
1369,Graves,Piéton,Automobile,HONDA,CIVIC,002001,2003
1217,Graves,Piéton,Automobile,NISSA,SENTR,001771,2002
2072,Graves,Piéton,Automobile,VOLVO,S60,002525,2007
3132,Graves,Piéton,Tracteur routier,WESTE,CNV,014800,2013
399,Graves,Piéton,VUS,VOLVO,XC90,004395,2006
726,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2007
726,Graves,Piéton,Automobile,TOYOT,ECHO,001492,2002
726,Graves,Piéton,Automobile,TOYOT,PRIUS,001804,2013
189,Graves,Piéton,Automobile,DODGE,CHARG,003608,2014
2512,Graves,Piéton,Automobile,CHEVR,CRUZE,001394,2012
4027,Graves,Piéton,Véhicule-outil,MASSE,,000000,1976
729,Graves,Piéton,Automobile,TOYOT,COROL,001787,2006
729,Graves,Piéton,VUS,BUICK,RENDE,003345,2002
1501,Graves,Piéton,Automobile,TOYOT,COROL,001787,2006
1501,Graves,Piéton,Automobile,SATUR,ION,002197,2005
1061,Graves,Piéton,Automobile,HONDA,FIT,001492,2007
242,Graves,Piéton,VUS,KIA,SPORT,002361,2012
2670,Graves,Piéton,Automobile,HYUND,SONAT,002361,2007
1371,Graves,Piéton,Véhicule léger non précisé,,,,
2835,Graves,Piéton,Camionnette,FORD,F150,005002,2015
669,Graves,Piéton,Véhicule léger non précisé,,,,
1062,Graves,Piéton,Véhicule léger non précisé,INTER,40S,007642,2011
1154,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2004
1772,Graves,Piéton,Véhicule léger non précisé,,,,
480,Graves,Piéton,VUS,ACURA,MDX,003706,2009
733,Graves,Piéton,Autres,,,,
3133,Graves,Piéton,Automobile,HYUND,ACCEN,001492,2002
441,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2004
1330,Graves,Piéton,Véhicule léger non précisé,KIA,CADEN,003296,2014
2391,Graves,Piéton,Véhicule léger non précisé,,,,
1503,Graves,Piéton,Automobile,CHEVR,CRUZE,001394,2015
2431,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2010
2602,Graves,Piéton,VUS,BMW,X5,004805,2007
2490,Graves,Piéton,Automobile,VOLKS,GOLF,001984,2009
2837,Graves,Piéton,Automobile,TOYOT,YARIS,001492,2012
546,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2010
2244,Graves,Piéton,Fourgonnette,DODGE,CARAV,004001,2010
1815,Graves,Piéton,Automobile,HYUND,SONAT,002657,2004
3226,Graves,Piéton,Automobile,TOYOT,ECHO,001492,2003
2345,Graves,Piéton,Automobile,CHEVR,MALIB,003509,2005
1063,Graves,Piéton,VUS,JEEP,PATRI,002394,2010
2603,Graves,Piéton,Automobile,HYUND,SONAT,002361,2006
860,Graves,Piéton,Automobile,NOVA,LFS,000000,2011
547,Graves,Piéton,VUS,MITSU,OUTLA,003001,2007
3206,Graves,Piéton,Automobile,KIA,RIO,001607,2007
3505,Graves,Piéton,Camionnette,RAM,1500,005707,2014
3505,Graves,Piéton,Camionnette,RAM,1500,005707,2014
1906,Graves,Piéton,Automobile,TOYOT,MATRI,001800,2010
699,Graves,Piéton,Automobile,PONTI,PURSU,002200,2006
861,Graves,Piéton,VUS,MAZDA,CX-5,002001,2014
1504,Graves,Piéton,Fourgonnette,MAZDA,5,002263,2007
3166,Graves,Piéton,Automobile,VOLKS,JETTA,001787,2015
4210,Graves,Piéton,Camionnette,FORD,F150,005412,2003
2839,Graves,Piéton,Fourgonnette,FORD,CSC,005412,2006
1505,Graves,Piéton,Véhicule léger non précisé,,,,
1505,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2006
2840,Graves,Piéton,Automobile,MAZDA,6,002263,2005
2841,Graves,Piéton,Automobile,NISSA,ALTIM,002509,2008
2842,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2005
4226,Graves,Piéton,Automobile,HONDA,CIVIC,001591,1997
2074,Graves,Piéton,Véhicule léger non précisé,,,,
2074,Graves,Piéton,Automobile,VOLKS,GOLF,001984,2003
2074,Graves,Piéton,Automobile,CHEVR,CRUZE,001804,2011
2074,Graves,Piéton,Fourgonnette,DODGE,CARAV,003608,2012
2843,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2010
3533,Graves,Piéton,Camionnette,DODGE,RAM,005707,2008
3783,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2012
4282,Graves,Piéton,Véhicule léger non précisé,,,,
1069,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2005
2844,Graves,Piéton,Automobile,KIA,SPECT,002001,2006
3364,Graves,Piéton,Automobile,NISSA,SENTR,002001,2008
2078,Graves,Piéton,Fourgonnette,MAZDA,5,002263,2007
3466,Graves,Piéton,Fourgonnette,FORD,WINDS,003805,2003
4450,Graves,Piéton,Autres,,,,
4450,Graves,Piéton,Automobile,MAZDA,3,002001,2004
2513,Graves,Piéton,Camionnette,FORD,F150,005002,2015
2845,Graves,Piéton,Véhicule léger non précisé,,,,
549,Graves,Piéton,Automobile,MAZDA,PROTE,002001,2003
734,Graves,Piéton,Fourgonnette,CHEVR,UPLAN,003509,2005
2846,Graves,Piéton,Automobile,MAZDA,3,002001,2008
551,Graves,Piéton,Automobile,NOVA,LFS,000000,2010
551,Graves,Piéton,VUS,NISSA,JUKE,001607,2011
817,Graves,Piéton,Automobile,NISSA,SENTR,002509,2009
2080,Graves,Piéton,VUS,HONDA,CR-V,002394,2011
670,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2006
4140,Graves,Piéton,Véhicule-outil,OLIVE,,000000,1957
326,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2012
442,Graves,Piéton,Automobile,TOYOT,PRIUS,001804,2012
3976,Graves,Piéton,Automobile,CHEVR,VENTR,003395,2000
3100,Graves,Piéton,Véhicule léger non précisé,FORD,F250,006806,2003
1688,Graves,Piéton,VUS,HYUND,SANTA,003345,2009
2514,Graves,Piéton,Automobile,PONTI,SUNFI,002181,2002
671,Graves,Piéton,VUS,NISSA,ROGUE,002509,2009
2083,Graves,Piéton,Autres,,,,
2847,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2014
483,Graves,Piéton,Automobile,PONTI,G5,002197,2009
483,Graves,Piéton,Automobile,PONTI,G5,002197,2009
483,Graves,Piéton,Automobile,PONTI,G5,002197,2009
1155,Graves,Piéton,VUS,NISSA,MURAN,003509,2012
3376,Graves,Piéton,Automobile,HONDA,CIVIC,001673,2002
1424,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2008
2295,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2005
3874,Graves,Piéton,VUS,HYUND,TUCSO,001968,2005
985,Graves,Piéton,Automobile,HONDA,FIT,001492,2007
985,Graves,Piéton,Automobile,HONDA,FIT,001492,2013
1509,Graves,Piéton,Automobile,MERCE,C350,003493,2008
4238,Graves,Piéton,Camion,FREIG,CON,014644,2002
1374,Graves,Piéton,Automobile,MAZDA,MX-5,002001,2008
2245,Graves,Piéton,Automobile,FORD,FIEST,001607,2015
3101,Graves,Piéton,Automobile,TOYOT,COROL,001804,2010
2296,Graves,Piéton,Véhicule léger non précisé,,,,
4090,Graves,Piéton,Automobile,HYUND,ELANT,001984,2016
3328,Graves,Piéton,Automobile,HYUND,ACCEN,001607,2015
3520,Graves,Piéton,Automobile,CHEVR,CAMAR,006199,2010
3272,Graves,Piéton,Véhicule léger non précisé,,,,
3272,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2014
2851,Graves,Piéton,Véhicule léger non précisé,FORD,F350,006707,2015
327,Graves,Piéton,Véhicule léger non précisé,,,,
3784,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2006
4219,Graves,Piéton,Véhicule-outil,CASSI,485,000000,1987
3560,Graves,Piéton,Automobile,TOYOT,COROL,001787,2005
402,Graves,Piéton,Automobile,NOVAB,LFS,000000,2009
3546,Graves,Piéton,Véhicule léger non précisé,,,,
3426,Graves,Piéton,Véhicule-outil,KUBOT,,000000,1980
4436,Graves,Piéton,Automobile,FORD,FOCUS,002001,2013
3739,Graves,Piéton,Véhicule d'équipement,PETER,CON,014021,1990
212,Graves,Piéton,Automobile,CADIL,CTS,002804,2007
912,Graves,Piéton,Véhicule léger non précisé,,,,
1280,Graves,Piéton,Automobile,MAZDA,3,002296,2006
4121,Graves,Piéton,Automobile,MAZDA,3,002493,2010
3329,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2010
554,Graves,Piéton,Automobile,TOYOT,PRIUS,001804,2016
2436,Graves,Piéton,VUS,GMC,ACADI,003608,2011
3467,Graves,Piéton,Véhicule léger non précisé,,,,
3467,Graves,Piéton,Automobile,FORD,TAURU,003706,2015
3561,Graves,Piéton,Camionnette,DODGE,RAM,005707,2009
1816,Graves,Piéton,Automobile,HYUND,ELANT,001984,2014
2086,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2006
3227,Graves,Piéton,Camionnette,RAM,1500,003001,2015
737,Graves,Piéton,VUS,FORD,EDGE,003509,2010
4028,Graves,Piéton,Véhicule léger non précisé,,,,
2853,Graves,Piéton,Automobile,CHEVR,CRUZE,001804,2012
3310,Graves,Piéton,Véhicule léger non précisé,,,,
359,Graves,Piéton,VUS,GMC,TERRA,002394,2010
65,Graves,Piéton,Autres,,,,
2635,Graves,Piéton,Camionnette,DODGE,RAM,005707,2007
2854,Graves,Piéton,Automobile,HYUND,ELANT,001804,2013
3521,Graves,Piéton,Camionnette,DODGE,RAM,006691,2011
1425,Graves,Piéton,Camionnette,GMC,SONOM,004297,2001
403,Graves,Piéton,Véhicule léger non précisé,,,,
403,Graves,Piéton,VUS,JEEP,WRA,003772,2010
4227,Graves,Piéton,Camionnette,DODGE,RAM,005707,2011
4247,Graves,Piéton,Automobile,KIA,RIO,001607,2013
3562,Graves,Piéton,VUS,FORD,ESCAP,003001,2010
298,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2011
66,Graves,Piéton,Automobile,MERCE,S450,004657,2008
3302,Graves,Piéton,Automobile,PONTI,PURSU,002197,2005
2088,Graves,Piéton,Automobile,SUZUK,SX4,002001,2010
913,Graves,Piéton,Automobile,HONDA,CIVIC,001296,2007
1218,Graves,Piéton,Automobile,KIA,FORTE,002361,2011
2347,Graves,Piéton,Véhicule léger non précisé,,,,
136,Graves,Piéton,Véhicule léger non précisé,FORD,F350,006707,2011
1774,Graves,Piéton,Automobile,FORD,FOCUS,002001,2012
4021,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2006
90,Graves,Piéton,Véhicule léger non précisé,,,,
405,Graves,Piéton,Automobile,VOLKS,JETTA,001984,2006
1512,Graves,Piéton,Véhicule léger non précisé,,,,
1376,Graves,Piéton,Automobile,BUICK,VERAN,002394,2014
2604,Graves,Piéton,Véhicule-outil,KOMAT,WA320,000000,1998
2604,Graves,Piéton,Véhicule-outil,CATER,938K,000000,2015
1513,Graves,Piéton,Automobile,HONDA,PRELU,002165,1999
1513,Graves,Piéton,VUS,NISSA,PATHF,003493,2001
3967,Graves,Piéton,Automobile,HONDA,CIVIC,001591,1998
137,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2012
1909,Graves,Piéton,Camionnette,FORD,F150,004608,2008
4180,Graves,Piéton,Camionnette,FORD,CLC,004608,2004
2856,Graves,Piéton,Autres,,,,
2856,Graves,Piéton,Automobile,HONDA,FIT,001492,2014
555,Graves,Piéton,VUS,MERCE,GLK25,002099,2015
360,Graves,Piéton,Véhicule léger non précisé,,,,
738,Graves,Piéton,Automobile,SUBAR,OUTBA,002460,2015
2858,Graves,Piéton,Automobile,CHEVR,SONIC,001804,2013
2558,Graves,Piéton,Véhicule léger non précisé,,,,
2558,Graves,Piéton,Véhicule léger non précisé,,,,
701,Graves,Piéton,Automobile,NISSA,VERSA,001607,2014
739,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2010
1911,Graves,Piéton,Automobile,NOVAB,ARTIC,000000,2013
406,Graves,Piéton,VUS,NISSA,ROGUE,002509,2009
2859,Graves,Piéton,Camionnette,CHEVR,SILVE,006609,2007
243,Graves,Piéton,Automobile,TOYOT,COROL,001804,2010
1156,Graves,Piéton,Véhicule léger non précisé,,,,
1076,Graves,Piéton,Automobile,FORD,FIEST,001600,2012
3274,Graves,Piéton,Véhicule léger non précisé,,,,
3644,Graves,Piéton,Véhicule léger non précisé,,,,
2860,Graves,Piéton,Automobile,TOYOT,COROL,001787,2003
2860,Graves,Piéton,Camionnette,DODGE,DAK,003690,2009
138,Graves,Piéton,Automobile,HYUND,ELANT,001804,2013
138,Graves,Piéton,Automobile,TOYOT,COROL,001787,2003
138,Graves,Piéton,Automobile,TOYOT,COROL,001804,2014
2091,Graves,Piéton,VUS,JEEP,LIBER,003706,2004
2862,Graves,Piéton,Automobile,HONDA,CIVIC,001591,1997
141,Graves,Piéton,Véhicule léger non précisé,,,,
328,Graves,Piéton,Véhicule léger non précisé,,,,
361,Graves,Piéton,Automobile,PONTI,MONTA,003395,2005
740,Graves,Piéton,Automobile,BMW,330CI,002985,2002
1912,Graves,Piéton,Véhicule léger non précisé,,,,
2863,Graves,Piéton,Automobile,TOYOT,COROL,001804,2011
741,Graves,Piéton,Automobile,HONDA,FIT,001492,2009
3689,Graves,Piéton,VUS,NISSA,ROGUE,002509,2012
3393,Graves,Piéton,Véhicule léger non précisé,,,,
3393,Graves,Piéton,Véhicule léger non précisé,,,,
1282,Graves,Piéton,Automobile,HYUND,ELANT,001804,2012
1913,Graves,Piéton,Véhicule léger non précisé,,,,
2720,Graves,Piéton,Camionnette,FORD,F150,003509,2016
818,Graves,Piéton,VUS,ISUZU,NQR,005198,2011
3136,Graves,Piéton,Tracteur routier,,,,
2348,Graves,Piéton,Automobile,NISSA,VERSA,001607,2014
299,Graves,Piéton,Fourgonnette,DODGE,CARAV,003296,2001
742,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2014
1817,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2008
1817,Graves,Piéton,Automobile,TOYOT,MATRI,001804,2013
1817,Graves,Piéton,Véhicule léger non précisé,INTER,40S,007642,2011
1219,Graves,Piéton,VUS,HYUND,TUCSO,001984,2007
2092,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2007
2864,Graves,Piéton,Autres,,,,
407,Graves,Piéton,VUS,DODGE,JOURN,003608,2011
244,Graves,Piéton,Véhicule léger non précisé,BLUEB,A3FE,000000,2008
2704,Graves,Piéton,Automobile,NISSA,VERSA,001804,2011
362,Graves,Piéton,Automobile,CHEVR,SONIC,001804,2013
487,Graves,Piéton,Automobile,INFIN,Q50,003706,2015
329,Graves,Piéton,Automobile,VOLKS,JETTA,001984,2013
329,Graves,Piéton,Camionnette,FORD,F150,005002,2011
1516,Graves,Piéton,Véhicule léger non précisé,FORD,F250,006199,2015
3928,Graves,Piéton,Automobile,VOLVO,S60,002443,2001
142,Graves,Piéton,Véhicule léger non précisé,,,,
1820,Graves,Piéton,Véhicule léger non précisé,FORD,F250,006199,2011
91,Graves,Piéton,Véhicule-outil,,,,
1821,Graves,Piéton,Véhicule léger non précisé,BLUEB,BBCV3,000000,2006
4141,Graves,Piéton,Véhicule léger non précisé,,,,
4141,Graves,Piéton,Automobile,DODGE,CALIB,001804,2008
4422,Graves,Piéton,Automobile,TOYOT,COROL,001787,2005
245,Graves,Piéton,Automobile,MITSU,LANCE,002001,2013
623,Graves,Piéton,Véhicule léger non précisé,,,,
623,Graves,Piéton,Véhicule léger non précisé,,,,
987,Graves,Piéton,Automobile,CHEVR,MALIB,002394,2010
1077,Graves,Piéton,Automobile,AUDI,A4,001984,2011
1652,Graves,Piéton,Automobile,NISSA,VERSA,001607,2014
190,Graves,Piéton,Fourgonnette,CHEVR,UPLAN,003903,2007
2093,Graves,Piéton,Automobile,NOVA,HEV,000000,2014
331,Graves,Piéton,Automobile,KIA,FORTE,002001,2015
1517,Graves,Piéton,Automobile,TOYOT,CAMRY,002493,2011
953,Graves,Piéton,Automobile,HYUND,ELANT,001804,2016
3450,Graves,Piéton,Automobile,TOYOT,YARIS,001509,2007
2094,Graves,Piéton,VUS,NISSA,ROGUE,002509,2009
954,Graves,Piéton,Automobile,HONDA,CIVIC,001804,2012
1220,Graves,Piéton,Véhicule léger non précisé,,,,
1220,Graves,Piéton,Véhicule léger non précisé,,,,
1220,Graves,Piéton,Automobile,TOYOT,COROL,001804,2008
1220,Graves,Piéton,Automobile,TOYOT,COROL,001804,2009
1220,Graves,Piéton,VUS,VOLKS,TIGUA,001984,2010
1331,Graves,Piéton,Automobile,HONDA,ACCOR,002394,2007
2095,Graves,Piéton,Véhicule léger non précisé,,,,
2515,Graves,Piéton,Véhicule léger non précisé,,,,
3469,Graves,Piéton,Camionnette,GMC,SIE,004805,2005
2297,Graves,Piéton,Automobile,NISSA,VERSA,001804,2010
2350,Graves,Piéton,Tracteur routier,KENWO,CON,015005,2005
2865,Graves,Piéton,Automobile,TOYOT,COROL,001804,2013
863,Graves,Piéton,Véhicule léger non précisé,,,,
1914,Graves,Piéton,Automobile,FORD,FOCUS,002001,2007
3246,Graves,Piéton,VUS,TOYOT,HIGHL,003001,2003
2866,Graves,Piéton,Véhicule léger non précisé,,,,
3826,Graves,Piéton,Motocyclette,KAWAS,ZX600,000600,1990
4283,Graves,Piéton,Automobile,TOYOT,COROL,001804,2012
3744,Graves,Piéton,Automobile,LINCO,MKX,003509,2007
2606,Graves,Piéton,VUS,PONTI,TORRE,003395,2006
3786,Graves,Piéton,Véhicule léger non précisé,,,,
3786,Graves,Piéton,Véhicule léger non précisé,,,,
3786,Graves,Piéton,Motocyclette,VICTO,HARDB,001731,2013
3786,Graves,Piéton,Motocyclette,VICTO,HARDB,001731,2013
3786,Graves,Piéton,Motocyclette,,,,
3786,Graves,Piéton,Motocyclette,,,,
3786,Graves,Piéton,Camionnette,GMC,SIE,005297,2016
